vaga_id,codigo_candidato,tech_overlap_count,cand_has_sap,is_sap_vaga,sap_pair,ingles_ok,espanhol_ok,vaga_ing_rank,cand_ing_rank,vaga_esp_rank,cand_esp_rank,vaga_sen_rank,cand_sen_rank,senioridade_gap,senioridade_ok,days_update,situacao_ord,len_cv_bin,ok_eng_sen,len_cv_pt_z
4559,20903,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,0.07199147
4561,18077,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,2,1,0.15259624
4562,24899,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,3,1,0.81065524
4564,25030,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,2,1,-0.15127094
4565,26228,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,1.695815
4565,22767,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9057145
4565,19075,2,0,0,0,1,1,0,1,0,0,0,3,3,1,0,2,2,1,0.05450578
4566,25269,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.49164802
4566,20393,0,0,0,0,1,1,0,5,0,1,0,3,3,1,102,5,2,1,0.30783504
4567,25810,0,0,0,0,1,1,0,5,0,1,0,0,0,1,0,2,3,1,1.1991787
4567,25679,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,2,3,1,0.4479338
4567,25100,0,0,0,0,1,1,0,3,0,1,0,0,0,1,0,2,3,1,0.42959514
4567,23287,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,2,1,1,-0.5591993
4567,5191,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9063542
4567,4015,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.70552784
4568,25383,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.44921324
4568,25348,1,0,0,0,1,1,0,1,0,0,0,3,3,1,76,4,2,1,0.23021564
4568,25326,0,0,0,0,1,1,0,0,0,0,0,0,0,1,77,4,1,1,-0.4901095
4568,5115,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9063542
4569,25953,0,1,0,0,1,1,0,3,0,1,0,0,0,1,0,2,3,1,2.1067288
4569,25921,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,2,2,1,0.066660464
4569,25319,0,0,0,0,1,1,0,0,0,0,0,0,0,1,24,5,2,1,-0.124829166
4570,25347,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,4.000301
4570,25123,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,2.6692562
4570,21558,0,1,0,0,0,1,6,1,0,6,0,0,0,1,0,2,2,0,-0.055099644
4571,25925,1,1,0,0,1,1,0,3,0,3,0,3,3,1,0,2,1,1,-0.57924384
4571,25906,1,1,0,0,1,1,0,3,0,0,0,0,0,1,0,2,2,1,-0.01543698
4571,21558,1,1,0,0,1,1,0,1,0,6,0,0,0,1,0,2,2,1,-0.055099644
4572,21871,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,2,2,1,0.2688121
4573,25458,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.22125955
4573,24224,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,3,0,1.8248253
4573,21257,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,4,3,0,1.3087841
4573,20379,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,4,2,0,-0.09412258
4573,9089,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0.10205833
4574,24992,2,0,0,0,0,1,5,0,0,0,0,0,0,1,6,4,0,0,-0.73384297
4574,24960,3,0,0,0,0,1,5,0,0,0,0,0,0,1,70,2,3,0,1.3194462
4576,25590,1,0,0,0,1,0,1,3,1,0,0,0,0,1,0,2,1,1,-0.5540815
4576,18847,1,0,0,0,1,1,1,3,1,3,0,0,0,1,0,2,2,1,-0.043371435
4576,18348,1,0,0,0,1,1,1,3,1,1,0,0,0,1,0,2,2,1,-0.10051979
4576,13500,1,0,0,0,1,1,1,3,1,5,0,0,0,1,0,2,3,1,0.93646693
4577,25376,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,0.47864038
4577,23261,0,0,0,0,1,1,1,5,1,3,0,0,0,1,0,2,3,1,0.9029882
4578,25380,0,0,0,0,1,0,1,3,1,0,0,0,0,1,0,2,2,1,0.20057526
4578,25379,0,0,0,0,1,1,1,5,1,1,0,0,0,1,0,2,1,1,-0.5374488
4581,25526,0,0,0,0,1,1,1,3,1,3,0,0,0,1,0,2,1,1,-0.64385563
4581,25515,0,0,0,0,1,1,1,3,1,3,0,0,0,1,0,2,1,1,-0.37943786
4581,25356,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.58756024
4581,25318,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,2,0,-0.1802716
4582,25557,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,2,2,0,-0.10030655
4582,25543,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,2,2,0,-0.024606304
4583,25512,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,2,1,0,-0.42869633
4583,25407,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,2,1,0,-0.5649568
4583,25377,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,2,2,0,0.16155232
4584,25385,0,1,0,0,0,0,5,0,5,0,0,0,0,1,1,2,2,0,-0.023113625
4584,25381,0,1,0,0,0,0,5,0,5,0,0,0,0,1,0,4,1,0,-0.34617242
4585,25477,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,4,2,0,-0.074078016
4585,25472,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.24765547
4585,25462,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.511007
4585,25453,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,2,0,-0.18517612
4585,25410,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.5939574
4585,25409,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,4,1,0,-0.317385
4585,25408,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.22505201
4586,25322,2,0,0,0,0,0,1,0,1,0,0,3,3,1,0,2,1,0,-0.6240243
4587,25911,1,0,0,0,1,0,1,3,1,0,0,3,3,1,0,2,2,1,0.119544014
4587,22779,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.9057145
4588,25322,3,0,0,0,0,0,5,0,1,0,0,3,3,1,0,2,1,0,-0.6240243
4588,19075,3,0,0,0,0,0,5,1,1,0,0,3,3,1,0,2,2,0,0.05450578
4589,9847,0,0,0,0,0,1,5,0,0,0,0,0,0,1,6,4,0,0,-0.9063542
4590,25375,2,0,0,0,1,1,0,3,0,0,0,3,3,1,0,2,0,1,-0.7504757
4590,25374,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.76630133
4590,24703,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,2,1,1,-0.5329707
4590,24236,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.36920235
4590,24135,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,1,0.77973545
4590,23967,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.33401772
4590,23903,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.3348707
4590,23792,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.66453993
4590,23786,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.52508086
4590,23324,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.15191066
4590,21126,2,0,0,0,1,1,0,5,0,1,0,3,3,1,26,4,1,1,-0.35427552
4591,25928,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0.33299738
4591,25115,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.45428514
4591,22449,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.9057145
4591,11257,0,0,0,0,0,0,1,0,1,0,0,3,3,1,17,4,0,0,-0.9063542
4592,19075,0,0,0,0,1,0,1,1,1,0,0,3,3,1,0,2,2,1,0.05450578
4593,25365,0,0,0,0,1,1,1,3,1,1,0,3,3,1,19,5,2,1,-0.013731059
4593,19574,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.3141864
4593,18968,0,0,0,0,1,1,1,5,1,3,0,0,0,1,3,2,3,1,0.8948851
4594,25389,0,1,0,0,1,1,1,6,1,1,0,0,0,1,0,2,3,1,0.9671735
4594,3059,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-0.9063542
4595,25780,0,0,0,0,1,1,1,1,1,3,0,0,0,1,1,2,1,1,-0.40310752
4596,24986,1,0,0,0,1,1,0,0,0,0,0,0,0,1,5,5,0,1,-0.90166295
4597,25411,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.8694637
4597,23631,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.27537668
4597,19075,1,0,0,0,1,1,0,1,0,0,0,3,3,1,0,2,2,1,0.05450578
4598,25883,3,0,0,0,1,1,0,5,0,3,0,0,0,1,0,2,2,1,-0.16619775
4598,25882,4,0,0,0,1,1,0,5,0,1,0,3,3,1,0,2,2,1,-0.19583812
4598,25262,3,0,0,0,1,1,0,0,0,0,0,0,0,1,10,2,1,1,-0.5304119
4598,15247,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,1,3.858283
4598,11074,0,0,0,0,1,1,0,0,0,0,0,3,3,1,0,2,0,1,-0.9063542
4599,26183,1,0,0,0,1,0,1,5,1,0,0,0,0,1,6,2,2,1,-0.12717481
4599,15162,1,1,0,0,1,1,1,6,1,1,0,3,3,1,0,2,3,1,0.6741816
4600,25643,3,0,0,0,1,1,0,0,0,0,0,0,0,1,25,5,1,1,-0.28902406
4600,19075,4,0,0,0,1,1,0,1,0,0,0,3,3,1,0,2,2,1,0.05450578
4601,25661,2,0,0,0,1,1,1,3,1,1,0,0,0,1,4,2,2,1,0.063035384
4601,25135,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0.20675923
4601,24738,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.24594955
4601,24664,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.087085664
4601,24637,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,1.9892334
4601,24078,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.07151913
4603,25403,1,1,0,0,1,1,0,3,0,3,0,0,0,1,1,2,2,1,-0.21972102
4603,22820,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,0,1,-0.9057145
4603,19348,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,4,3,1,2.7215
4603,15207,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.57775116
4604,18370,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.45002034
4605,25400,5,0,0,0,0,0,3,0,1,0,0,0,0,1,32,4,1,0,-0.2764429
4605,21308,2,0,0,0,0,0,3,0,1,0,0,0,0,1,33,4,1,0,-0.44639528
4606,22638,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,-0.9057145
4606,22494,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,-0.9057145
4606,22347,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,-0.9057145
4607,26116,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,0.8289939
4607,26115,0,0,0,0,1,1,1,5,1,3,0,0,0,1,0,2,1,1,-0.35235637
4607,26063,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,-0.3020317
4607,26061,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.03313591
4607,26060,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.657503
4607,26059,0,0,0,0,1,1,1,3,1,3,0,0,0,1,0,4,1,1,-0.624664
4607,6754,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,-0.80613136
4607,1677,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,0,0.83880293
4608,25658,0,0,0,0,1,0,1,3,1,0,0,0,0,1,1,2,2,1,-0.06384249
4608,21307,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2,2,1,0.28715074
4609,25521,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,2,3,0,0.8863555
4609,21858,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,2,1,0,-0.23933911
4609,7577,0,1,0,0,0,1,3,1,0,3,0,0,0,1,10,2,3,0,4.175371
4609,3079,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,-0.9063542
4610,16840,1,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,2,0,-0.08346058
4611,25401,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,0.8170524
4611,23334,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,2,3,0,1.2974825
4611,700,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,2,0,0,-0.9063542
4612,25562,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.1670507
4612,25556,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.20543393
4612,25555,0,0,0,0,1,1,1,3,1,1,0,0,0,1,0,2,1,1,-0.35811386
4612,25554,0,0,0,0,1,1,1,1,1,3,0,0,0,1,0,2,1,1,-0.44959387
4612,25553,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.41334304
4612,25552,0,0,0,0,1,1,1,5,1,1,0,0,0,1,0,2,1,1,-0.56303763
4612,25535,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.5623979
4612,25534,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,2,1,1,-0.4847785
4612,25533,0,0,0,0,1,1,1,1,1,1,0,0,0,1,7,4,1,1,-0.684158
4612,25406,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0.057277903
4612,24028,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,-0.3122672
4613,24972,2,1,0,0,1,1,0,6,0,1,0,0,0,1,0,2,1,1,-0.43893185
4613,22935,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,0,1,-0.9057145
4613,22165,2,1,0,0,1,1,0,0,0,0,0,0,0,1,4,4,2,1,0.22189927
4613,17318,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,2.4221108
4613,16802,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.8950983
4614,9138,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9063542
4615,25404,1,0,0,0,1,0,0,5,5,1,0,3,3,1,0,2,3,1,1.4936633
4615,21769,1,0,0,0,1,0,0,0,5,0,0,0,0,1,0,2,1,1,-0.34787834
4615,6388,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,2,0,1,-0.9063542
4615,2412,1,0,0,0,1,0,0,0,5,0,0,0,0,1,0,2,3,1,1.0136598
4616,26553,0,0,0,0,1,1,3,3,0,6,0,0,0,1,0,2,1,1,-0.3636581
4616,25402,0,1,0,0,1,1,3,5,0,5,0,0,0,1,0,2,3,1,0.8364573
4616,14426,0,1,0,0,1,1,3,3,0,1,0,0,0,1,0,2,1,1,-0.23784642
4616,14271,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,2,3,0,0.39867532
4617,25404,0,0,0,0,1,1,5,5,0,1,0,3,3,1,4,5,3,1,1.4936633
4618,25467,0,0,0,0,1,1,0,0,0,0,0,0,0,1,53,5,2,1,0.36732903
4619,19746,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,5,3,1,0.53386956
4620,22872,0,0,0,0,0,0,1,0,1,0,0,0,0,1,27,5,0,0,-0.9057145
4620,18181,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,-0.07791634
4621,21215,0,1,0,0,1,1,0,5,0,1,0,0,0,1,19,4,3,1,0.4059255
4622,25601,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.08644594
4622,25547,0,0,0,0,1,1,0,0,0,0,0,0,0,1,37,4,3,1,0.39291784
4622,25518,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,-0.29755366
4622,25516,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,1,-0.012025138
4623,12667,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,1,0.66842407
4624,26052,0,1,0,0,1,1,3,3,0,1,0,0,0,1,0,2,2,1,0.19140594
4624,25792,0,0,0,0,1,1,3,3,0,1,0,0,0,1,0,2,2,1,0.35581407
4624,25676,0,0,0,0,1,1,3,5,0,1,0,0,0,1,3,4,2,1,0.042990815
4624,25476,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,2,2,0,-0.018422341
4624,25474,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,2,1,0,-0.72573984
4624,14508,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,3,0,0.6462471
4625,22327,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-0.9057145
4625,19321,0,0,0,0,1,1,0,3,0,0,0,3,3,1,0,2,2,1,-0.21502973
4626,25923,2,1,0,0,0,0,5,0,5,0,0,0,0,1,0,2,2,0,0.120183736
4626,25672,1,1,0,0,0,0,5,0,5,0,0,0,0,1,0,2,2,0,-0.14892529
4627,25924,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,2,3,0,2.232967
